Age,Gender,Height,Weight,BMI,Fat%,Workout_Frequency,Goal,Diet_Type
53.0,1,1.7,100.4,34.7,32.0,4.0,Weight Loss,Low Carb / Low Fat
43.0,0,1.99,95.8,24.2,30.0,6.0,Maintain,Balanced / Plant-Based
49.0,0,1.86,115.2,33.3,21.0,3.0,Muscle Gain,Balanced / Plant-Based
38.0,1,1.68,85.9,30.4,15.0,2.0,Muscle Gain,High Protein
38.0,1,1.83,107.3,32.0,30.0,1.0,Weight Loss,Balanced / Plant-Based
49.0,1,1.73,93.2,31.1,17.0,2.0,Maintain,Balanced / Plant-Based
59.0,1,1.77,95.1,30.4,29.0,6.0,Weight Loss,Balanced / Plant-Based
53.0,0,1.6,78.25354958728,30.6,27.0,4.0,Muscle Gain,Balanced / Plant-Based
54.0,1,1.71,90.1,30.8,18.0,3.0,Maintain,BALANCED / PLANT-BASED
30.0,0,1.84,68.5,20.2,24.0,6.0,Muscle Gain,High Protein
39.0,0,1.87,105.5,30.2,10.0,6.0,Muscle Gain,High Protein
34.0,1,199cm,64.0 kg,16.2,15.0,6.0,Weight Loss,
27.0,1,1.8,53.5,16.5,33.0,4.0,Weight Loss,Low Carb / Low Fat
54.0,0,1.67,56.6,20.3,29.0,1.0,Muscle Gain,High Protein
47.0,1,1.95,110.7,29.1,25.0,6.0,Muscle Gain, High Protein 
44.0,0,1.85,96.3,28.1,13.0,6.0,Muscle Gain,High Protein
47.0,0,1.65,106.6,39.2,25.0,3.0,Maintain,Balanced / Plant-Based
38.0,0,1.61,113.2,43.7,26.0,5.0,maintain,Balanced / Plant-Based
36.0,1,1.78,78.9,24.9,12.0,2.0,Weight Loss,Low Carb / Low Fat
39.0,0,1.77,58.2,18.6,17.0,4.0,Maintain,Balanced / Plant-Based
40.0,0,1.67,,24.2,24.0,2.0,Maintain,Balanced / Plant-Based
47.0,1,1.81,93.9,28.7,10.0,3.0,Weight Loss,Low Carb / Low Fat
46.0,1,1.94,73.9,19.6,13.0,2.0,Maintain,Balanced / Plant-Based
38.0,0,1.84,60.8,,14.0,,,Balanced / Plant-Based
46.0,0,1.93,85.5,23.0,23.0,2.0,Muscle Gain,High Protein
48.0,1,1.72,114.9,38.8,26.0,1.0,Maintain,Balanced / Plant-Based
56.0,1,1.75,79.8,26.1,34.0,1.0,Weight Loss,Balanced / Plant-Based
28.0,1,1.82,51.3,15.5,10.0,5.0,Weight Loss,Low Carb / Low Fat
45.0,0,1.67,63.9,22.9,30.0,5.0,Muscle Gain,High Protein
43.0,0,1.96,90.4,23.5,22.0,4.0,Maintain,Balanced / Plant-Based
56.0,1,1.69,113.3,39.7,20.0,1.0,Muscle Gain,Balanced / Plant-Based
27.0,1,1.78,116.0,36.6,27.0,4.0,Weight Loss,
33.0,0,1.86,87.4,25.3,14.0,,Weight Loss,Low Carb / Low Fat
29.0,0,1.52,100.4,43.5,18.0,4.0,Muscle Gain,Balanced / Plant-Based
31.0,0,1.86,119.8,34.6,,4.0,Maintain,Balanced / Plant-Based
33.0,0,1.81,118.2,36.1,14.0,2.0,Muscle Gain,High Protein
27.0,0,1.85,65.8,19.2,26.0,3.0,Muscle Gain,High Protein
53.0,1,1.9,71.2,19.7,11.0,3.0,Weight Loss,Low Carb / Low Fat
25.0,0,1.51,62.7,27.5,16.0,3.0,UNKNOWN_@@@,??
23.0,0,1.84,56.2,16.6,29.0,2.0,Maintain,Balanced / Plant-Based
25.0,1,1.54,100.4,42.3,13.0,2.0,Maintain,Balanced / Plant-Based
46.0,0,1.79,85.19517691011127,,33.0,1.0,Weight Loss,Balanced / Plant-Based
56.0,1,1.9,115.7,32.0,13.0,3.0,Maintain,Balanced / Plant-Based
51.0,0,1.62,103.3,39.4,12.0,5.0,Weight Loss,Balanced / Plant-Based
19.0,1,1.86,95.0,,15.0,3.0,Weight Loss, Balanced / Plant-Based 
53.0,0,0,113.4,30.1,33.0,3.0,UNKNOWN_@@@,??
43.0,1,1.62,68.0,25.9,13.0,4.0,Maintain,Balanced / Plant-Based
19.0,0,1.7,110.1,164.3,10.0,6.0,Weight Loss,Low Carb / Low Fat
50.0,1,1.88,95.2,26.9,25.0,1.0,Maintain,Balanced / Plant-Based
52.0,0,1.93,102.8,132.8,32.0,,Muscle Gain,High Protein
42.0,0,1.85,85.3,24.9,16.0,4.0,Weight Loss,Low Carb / Low Fat
57.0,0,1.81,58.6,17.9,18.0,2.0,Weight Loss,Low Carb / Low Fat
35.0,0,1.53,93.6,40.0,34.0,2.0,Maintain,Balanced / Plant-Based
26.0,1,,65.1,16.4,14.0,3.0,Muscle Gain,Balanced / Plant-Based
31.0,1,1.94,90.5,24.0,25.0,5.0,Muscle Gain,High Protein
39.0,1,1.96,73.4,,24.0,3.0,maintain,Low Carb / Low Fat
53.0,1,1.99,,27.9,19.0,2.0,Muscle Gain,
54.0,1,1.58,95.6,38.3,24.0,6.0,Muscle Gain,High Protein
24.0,1,1.75,80.6,26.3,24.0,4.0,Weight Loss, LOW CARB / LOW FAT 
20.0,0,1.63,96.4,36.3,25.0,6.0,Maintain,Balanced / Plant-Based
50.0,0,1.59,78.6,31.1,20.0,6.0,Weight Loss,Low Carb / Low Fat
51.0,0,1.84,66.9,19.8,17.0,4.0,Weight Loss,LOW CARB / LOW FAT
22.0,0,2.0,91.1,22.8,30.0,6.0,Muscle Gain,High Protein
56.0,1,1.57,54.8,22.2,26.0,3.0,Maintain,Balanced / Plant-Based
37.0,0,1.57,77.9,31.6,15.0,3.0,Maintain,Balanced / Plant-Based
55.0,1,1.91,58.1,15.9,16.0,3.0,Weight Loss,Low Carb / Low Fat
57.0,0,1.85,61.5,18.0,34.0,6.0,Maintain,Balanced / Plant-Based
,0,1.87,78.9,22.6,34.0,5.0,Maintain,Balanced / Plant-Based
47.0,1,1.79,84.9,26.5,33.0,5.0,Muscle Gain,High Protein
42.0,1,1.79,107.9,33.7,11.0,2.0,Muscle Gain,High Protein
50.0,1,1.77,94.0,30.0,21.0,5.0,Maintain,Balanced / Plant-Based
34.0,1,1.86,105.4,30.5,28.0,6.0,Muscle Gain,High Protein
28.0,1,1.78,100.8,31.8,24.0,1.0,Weight Loss,Balanced / Plant-Based
30.0,1,1.63,115.6,43.5,16.0,3.0,Muscle Gain,Balanced / Plant-Based
24.0,0,1.7,106.4,36.8,16.0,2.0,Maintain,Balanced / Plant-Based
37.0,1,1.62,76.3,,12.0,4.0,Muscle Gain,High Protein
30.0,0,1.68,50.9,18.0,27.0,2.0,Maintain,Balanced / Plant-Based
52.0,0,1.93,85.1,22.8,25.0,6.0,Maintain,Balanced / Plant-Based
56.0,0,1.74,67.7,22.4,20.0,6.0,Maintain,Balanced / Plant-Based
50.0,0,,103.1,32.5,19.0,3.0,Weight Loss,Low Carb / Low Fat
32.0,1,1.72,64.7,21.9,19.0,5.0,Maintain,Balanced / Plant-Based
30.0,1,180cm,95.1 kg,29.4,28.0,3.0,Muscle Gain,High Protein
27.0,1,1.63,102.1,38.4,,,Weight Loss,Balanced / Plant-Based
21.0,1,1.92,67.0,18.2,33.0,,Muscle Gain,High Protein
19.0,1,1.79,96.2,,21.0,2.0,Weight Loss,Balanced / Plant-Based
47.0,0,1.94,79.3,21.1,19.0,5.0,Muscle Gain,High Protein
36.0,0,2.0,52.7,13.2,22.0,6.0,Maintain,Balanced / Plant-Based
57.0,0,1.76,55.1,17.8,12.0,1.0,Muscle Gain,High Protein
31.0,1,1.97,61.2,15.8,13.0,1.0,Maintain,
46.0,1,1.52,55.0,23.8,10.0,2.0,Weight Loss,Balanced / Plant-Based
55.0,0,1.54,119.9,50.6,24.0,5.0,Muscle Gain,High Protein
43.0,1,1.92,75.8,20.6,13.0,5.0,Muscle Gain,High Protein
34.0,0,1.53,81.7,34.9,11.0,6.0,Weight Loss,Low Carb / Low Fat
40.0,0,2.0,,17.8,30.0,6.0,Maintain,Balanced / Plant-Based
20.0,0,1.76,66.2,21.4,34.0,4.0,UNKNOWN_@@@,??
47.0,0,1.62,58.9,22.4,30.0,5.0,Weight Loss,Low Carb / Low Fat
51.0,1,1.6,76.4,29.8,15.0,6.0,Weight Loss,Low Carb / Low Fat
21.0,1,1.6,116.0,45.3,16.0,1.0,Weight Loss,Balanced / Plant-Based
25.0,1,1.68,90.9,,19.0,3.0,Weight Loss,Low Carb / Low Fat
18.0,0,1.66,93.4,14.0,33.9,4.0,Muscle Gain,Balanced / Plant-Based
55.0,0,1.54,103.8,43.8,25.0,5.0,Weight Loss,Balanced / Plant-Based
,1,1.99,62.1,15.7,27.0,4.0,Muscle Gain,High Protein
32.0,1,1.54,72.9,30.7,33.0,1.0,Weight Loss,Low Carb / Low Fat
23.0,1,1.62,79.3,30.2,22.0,2.0,Muscle Gain, Balanced / Plant-Based 
38.0,0,1.85,104.2,30.4,23.0,5.0,Muscle Gain,
56.0,0,1.54,106.8,45.0,33.0,5.0,Muscle Gain, BALANCED / PLANT-BASED 
35.0,0,1.57,67.7,27.5,16.0,4.0,Weight Loss,Low Carb / Low Fat
56.0,1,1.83,82.6,24.7,24.0,5.0,maintain,Low Carb / Low Fat
33.0,0,1.76,98.3,31.7,27.0,2.0,Weight Loss,Low Carb / Low Fat
46.0,0,,97.0,29.0,13.0,4.0,Weight Loss,Low Carb / Low Fat
58.0,0,1.84,105.5,31.2,21.0,6.0,Muscle Gain,Balanced / Plant-Based
43.0,0,1.86,76.6,22.1,17.0,1.0,Maintain,Balanced / Plant-Based
58.0,1,1.88,58.3,16.5,23.0,3.0,Weight Loss,Balanced / Plant-Based
36.0,0,1.94,109.2,29.0,22.0,1.0,Maintain,Balanced / Plant-Based
44.0,1,1.72,66.1,22.3,17.0,5.0,Muscle Gain,High Protein
59.0,0,1.57,61.0,24.7,30.0,2.0,Weight Loss,Balanced / Plant-Based
38.0,0,1.69,109.3,38.3,27.0,5.0,,Balanced / Plant-Based
40.0,0,1.89,62.2,17.4,31.0,6.0,Maintain,Balanced / Plant-Based
41.0,0,1.94,88.1,23.4,31.0,6.0,Muscle Gain,High Protein
52.0,0,,81.9,29.4,15.0,4.0,Maintain,Balanced / Plant-Based
54.0,0,1.6,115.6,185.60000000000002,28.0,5.0,Muscle Gain,High Protein
50.0,1,1.83,61.8,18.5,12.0,2.0,Weight Loss,Low Carb / Low Fat
45.0,1,,107.0,44.0,22.0,3.0,Muscle Gain,High Protein
36.0,1,1.65,107.4,39.4,23.0,1.0,Maintain,Balanced / Plant-Based
23.0,0,1.61,104.1,40.2,18.0,2.0,Weight Loss,Low Carb / Low Fat
53.0,0,1.8,77.3,23.9,13.0,4.0,Muscle Gain,High Protein
27.0,0,1.67,83.4,29.9,25.0,3.0,Maintain,Balanced / Plant-Based
20.0,1,1.5,68.3,30.4,33.0,3.0,Weight Loss,Low Carb / Low Fat
54.0,0,1.68,86.4,30.6,27.0,5.0,Weight Loss,Low Carb / Low Fat
44.0,1,1.86,68.4,19.8,17.0,2.0,Maintain,Balanced / Plant-Based
19.0,1,1.99,69.2,17.5,23.0,4.0,Weight Loss,Low Carb / Low Fat
38.0,1,1.69,92.7,32.5,30.0,6.0,Muscle Gain,High Protein
55.0,1,1.99,83.0,21.0,34.0,1.0,Maintain,Balanced / Plant-Based
57.0,0,1.66,93.2,33.8,29.0,5.0,Weight Loss,Low Carb / Low Fat
32.0,0,1.78,51.0,16.1,32.0,1.0,Maintain,Balanced / Plant-Based
20.0,1,1.92,82.9,22.5,17.0,2.0,Maintain,Balanced / Plant-Based
48.0,0,1.8,63.9,19.7,23.0,5.0,Maintain,Balanced / Plant-Based
41.0,1,1.9,63.9,17.7,16.0,2.0,Muscle Gain,High Protein
49.0,1,1.57,70.0,28.4,,6.0,Muscle Gain,High Protein
31.0,0,1.82,110.3,33.3,21.0,2.0,Maintain,Balanced / Plant-Based
30.0,1,1.7,76.6,26.5,11.0,6.0,Weight Loss,Balanced / Plant-Based
26.0,1,1.75,72.1,23.5,34.0,4.0,Muscle Gain,High Protein
36.0,0,1.53,58.9,25.2,14.0,5.0,Maintain,Balanced / Plant-Based
35.0,0,1.86,59.1,17.1,,4.0,Weight Loss,Low Carb / Low Fat
58.0,1,1.88,75.2,21.3,13.0,3.0,Muscle Gain,Balanced / Plant-Based
25.0,0,1.62,107.4,40.9,27.0,4.0,Maintain,Balanced / Plant-Based
47.0,0,1.51,108.5,47.6,25.0,6.0,Maintain,Balanced / Plant-Based
21.0,0,1.95,58.31676911419321,15.6,33.0,4.0,Maintain,Balanced / Plant-Based
43.0,1,1.58,65.6,26.3,22.0,3.0,Weight Loss,Balanced / Plant-Based
50.0,1,1.56,52.4,21.5,11.0,2.0,Maintain,Balanced / Plant-Based
25.0,1,1.75,118.6,38.7,21.0,5.0,Maintain,Balanced / Plant-Based
24.0,0,1.59,81.8,32.4,30.0,1.0,Muscle Gain,High Protein
27.0,1,1.74,113.1,37.4,21.0,,Maintain,Balanced / Plant-Based
43.0,0,1.58,86.2,34.5,10.0,3.0,Muscle Gain,High Protein
52.0,0,1.85,91.2,26.6,17.0,1.0,maintain,Balanced / Plant-Based
57.0,0,1.78,57.5,18.1,34.0,,Maintain,Balanced / Plant-Based
21.0,1,1.62,110.2,42.0,18.0,1.0,Muscle Gain,High Protein
37.0,1,1.63,82.8,31.2,13.0,4.0,Muscle Gain,Balanced / Plant-Based
44.0,0,1.76,116.2,37.5,22.0,2.0,Maintain,Balanced / Plant-Based
46.0,0,1.84,62.6,18.5,25.0,5.0,  Maintain  ,Balanced / Plant-Based
26.0,1,1.93,52.6,,31.0,4.0,Weight Loss,Low Carb / Low Fat
47.0,0,1.54,76.8,32.4,14.0,6.0,MG,High Protein
32.0,0,1.71,69.1,23.6,31.0,2.0,Muscle Gain,Balanced / Plant-Based
19.0,0,1.68,68.7,24.3,32.0,1.0,Weight Loss,Balanced / Plant-Based
35.0,1,1.97,70.0,18.0,29.0,6.0,Muscle Gain,High Protein
34.0,0,1.62,85.3,32.5,24.0,6.0,Muscle Gain,Balanced / Plant-Based
26.0,0,1.58,93.4,37.4,,1.0,Muscle Gain,High Protein
49.0,1,1.78,70.7,22.3,13.0,3.0,Weight Loss,Low Carb / Low Fat
46.0,0,1.61,59.3,22.9,18.0,,Weight Loss,Low Carb / Low Fat
34.0,0,1.71,60.50314984205352,20.9,18.0,5.0,,Balanced / Plant-Based
46.0,1,1.58,73.5,29.4,11.0,2.0,Weight Loss,Low Carb / Low Fat
34.0,0,1.82,111.9,33.8,31.0,5.0,Weight Loss,Low Carb / Low Fat
36.0,1,1.79,119.4,37.3,15.0,1.0,Maintain,Balanced / Plant-Based
36.0,0,1.7,116.5,40.3,17.0,3.0,Weight Loss,Low Carb / Low Fat
48.0,0,1.87,118.0,33.7,24.0,6.0,Muscle Gain,High Protein
58.0,1,1.72,84.2,28.5,23.0,,Muscle Gain,High Protein
49.0,0,1.98,91.1,23.2,27.0,4.0,Maintain,Balanced / Plant-Based
40.0,0,1.58,111.4,44.6,23.0,1.0,Weight Loss,Low Carb / Low Fat
31.0,0,,70.2,27.8,28.0,6.0,Muscle Gain,High Protein
51.0,1,1.61,95,36.8,31.0,2.0,Weight Loss,Low Carb / Low Fat
29.0,1,1.65,109.0,40.0,23.0,2.0,Weight Loss,Low Carb / Low Fat
58.0,1,1.56,118.3,48.6,20.0,6.0,Muscle Gain,High Protein
53.0,0,1.85,109.9,32.1,23.0,6.0,Weight Loss,Low Carb / Low Fat
22.0,0,1.82,68.4,20.6,30.0,2.0,,Balanced / Plant-Based
53.0,1,1.58,115.6,46.3,12.0,1.0,Weight Loss,Low Carb / Low Fat
27.0,1,1.74,78.7,26.0,17.0,,Maintain,Balanced / Plant-Based
58.0,0,1.74,98.1,32.4,16.0,5.0,Weight Loss,Balanced / Plant-Based
42.0,0,1.65,54.9,20.2,16.0,1.0,Weight Loss,Low Carb / Low Fat
39.0,0,1.85,77.1,22.5,33.0,,Weight Loss, Low Carb / Low Fat 
24.0,0,1.59,55.8,22.1,25.0,3.0,Maintain,Balanced / Plant-Based
28.0,1,1.95,69.1,18.2,22.0,5.0,Muscle Gain,High Protein
30.0,0,1.91,62.8,17.2,10.0,3.0,Weight Loss,Balanced / Plant-Based
29.0,1,1.98,65.4,16.7,13.0,2.0,Muscle Gain,High Protein
57.0,1,1.65,72.7,26.7,15.0,1.0,Weight Loss,Low Carb / Low Fat
36.0,1,1.84,66.9,19.8,21.0,2.0,UNKNOWN_@@@,??
49.0,1,1.55,71.4,29.7,14.0,1.0,Muscle Gain,High Protein
56.0,0,1.66,69.3,25.1,11.0,2.0,Weight Loss,Balanced / Plant-Based
51.0,1,1.65,118.0,43.3,26.0,1.0,Weight Loss,Low Carb / Low Fat
49.0,0,1.93,78.9,21.2,34.0,2.0,,Balanced / Plant-Based
34.0,0,1.68,103.8,36.8,23.0,3.0,Muscle Gain,High Protein
21.0,0,1.53,54.6,23.3,17.0,1.0,Weight Loss,Low Carb / Low Fat
37.0,1,1.72,66.9,22.6,12.0,1.0,Maintain,Balanced / Plant-Based
18.0,0,1.52,109.9,47.6,23.0,4.0,Muscle Gain,High Protein
40.0,1,1.62,90.1,34.3,16.0,3.0,Maintain,Balanced / Plant-Based
44.0,1,1.97,66.2,23.0,17.1,2.0,Maintain, Balanced / Plant-Based 
26.0,1,1.98,88.3,22.5,22.0,3.0,Weight Loss,Low Carb / Low Fat
20.0,0,1.78,61.9,19.5,25.0,5.0,Muscle Gain,Balanced / Plant-Based
42.0,1,1.55,89.6,37.3,25.0,2.0,Maintain, Balanced / Plant-Based 
34.0,0,1.94,113.2,30.1,13.0,1.0,Maintain,Balanced / Plant-Based
26.0,0,1.82,115.6,34.9,26.0,1.0,Weight Loss,Balanced / Plant-Based
48.0,1,1.99,101.7,,33.0,6.0,Weight Loss,low carb / low fat
52.0,0,1.67,61.9,22.2,21.0,2.0,Weight Loss,Low Carb / Low Fat
27.0,0,1.74,57.6,19.0,32.0,1.0,Maintain,Balanced / Plant-Based
48.0,1,1.58,94.1,37.7,17.0,4.0,Weight Loss,Low Carb / Low Fat
49.0,0,1.92,75.7,20.5,14.0,4.0,Muscle Gain,High Protein
58.0,0,1.9,70.1,19.4,20.0,4.0,Weight Loss,Low Carb / Low Fat
48.0,0,1.72,,32.1,16.0,4.0,Weight Loss,Low Carb / Low Fat
20.0,0,1.68,87.1,30.9,15.0,,Muscle Gain,High Protein
45.0,0,1.67,56.0,20.1,13.0,6.0,Muscle Gain,High Protein
20.0,0,1.93,80.7,21.7,16.0,6.0,Muscle Gain,High Protein
33.0,0,1.79,90.0,,32.0,4.0,Maintain,Balanced / Plant-Based
26.0,0,1.88,109.4,31.0,12.0,1.0,Maintain,Balanced / Plant-Based
43.0,0,1.75,75.7,24.7,25.0,4.0,Muscle Gain,High Protein
18.0,0,1.68,109.6,38.8,12.0,3.0,Maintain,Balanced / Plant-Based
56.0,1,1.89,104.0,29.1,17.0,4.0,Maintain,Balanced / Plant-Based
30.0,1,1.58,114.4,45.8,23.0,5.0,Muscle Gain,High Protein
43.0,0,1.9,72.2,20.0,34.0,4.0,weight_loss,Balanced / Plant-Based
27.0,1,1.91,109.2,29.9,29.0,2.0,Weight Loss,Low Carb / Low Fat
53.0,0,1.79,111.3,,26.0,1.0,Muscle Gain,Balanced / Plant-Based
39.0,0,1.67,53.3,19.1,23.0,1.0,Maintain,Balanced / Plant-Based
35.0,0,1.57,78.7,31.9,14.0,4.0,Muscle Gain,Balanced / Plant-Based
42.0,0,1.78,-167.2,26.4,13.0,1.0,Muscle Gain,High Protein
51.0,0,1.9,92.3,25.6,14.0,2.0,Maintain,Balanced / Plant-Based
43.0,1,,99.6,29.4,34.0,1.0,Weight Loss, Low Carb / Low Fat 
32.0,0,1.76,84.4,27.2,24.0,2.0,Muscle Gain,High Protein
52.0,0,1.56,104.6,43.0,21.0,6.0,Muscle Gain,High Protein
22.0,0,1.9,105.4,29.2,27.0,6.0,Maintain,Balanced / Plant-Based
27.0,1,1.85,113.3,33.1,30.0,,maintain,Low Carb / Low Fat
34.0,1,1.95,68.8,18.1,29.0,3.0,Maintain,Balanced / Plant-Based
23.0,1,1.96,117.0,30.5,21.0,1.0,Maintain,Balanced / Plant-Based
46.0,0,1.77,71.0,22.7,33.0,5.0,Muscle Gain,High Protein
19.0,1,1.61,78.6,30.3,17.0,1.0,Weight Loss,Low Carb / Low Fat
51.0,0,1.67,114.6,,21.0,5.0,Weight Loss,LOW CARB / LOW FAT
51.0,1,1.57,98.7,40.0,14.0,4.0,Muscle Gain,Balanced / Plant-Based
24.0,1,1.97,59.9,15.4,33.0,1.0,weight_loss,Balanced / Plant-Based
56.0,0,1.69,53.6,18.8,26.0,,UNKNOWN_@@@,??
48.0,0,1.71,53.4,18.3,23.0,2.0,Maintain,Balanced / Plant-Based
18.0,1,0,79.3,33.4,19.0,,Weight Loss,Low Carb / Low Fat
36.0,0,1.8,95.6,29.5,10.0,2.0,Muscle Gain,High Protein
31.0,0,1.84,86.0,25.4,24.0,5.0,Muscle Gain,High Protein
40.0,0,1.7,113.7,39.3,10.0,2.0,Muscle Gain,High Protein
26.0,0,1.68,87.2,30.9,10.0,1.0,Muscle Gain,High Protein
47.0,1,1.57,98.0,39.8,25.0,1.0,Muscle Gain,High Protein
29.0,0,1.93,83.9,,23.0,4.0,Maintain,Balanced / Plant-Based
49.0,1,1.55,117.3,,31.0,1.0,Maintain,Balanced / Plant-Based
52.0,0,1.55,51.0,21.2,22.0,2.0,Maintain,Balanced / Plant-Based
33.0,0,1.85,116.2,34.0,11.0,5.0,Weight Loss, Low Carb / Low Fat 
36.0,0,1.77,68.3,21.8,13.0,2.0,Weight Loss,Low Carb / Low Fat
40.0,0,1.77,117.3,37.4,18.0,5.0,Maintain,Balanced / Plant-Based
23.0,1,,75.6,26.8,10.0,5.0,Maintain,Balanced / Plant-Based
30.0,1,1.57,91.2,161.0,21.0,1.0,Muscle Gain,High Protein
18.0,1,1.98,89.8,22.9,32.0,6.0,Weight Loss,Balanced / Plant-Based
40.0,1,1.99,73.5,,34.0,1.0,Maintain,Balanced / Plant-Based
44.0,0,1.79,107.8,33.6,22.0,1.0,Muscle Gain,High Protein
52.0,0,1.53,82.9,35.4,27.0,5.0,Weight Loss,Low Carb / Low Fat
38.0,0,1.98,117.9,30.1,22.0,4.0,Maintain,Balanced / Plant-Based
42.0,0,1.62,107.2,40.8,22.0,1.0,Muscle Gain,High Protein
41.0,0,1.94,70.6,18.8,23.0,2.0,Muscle Gain,High Protein
30.0,0,1.98,78.3,20.0,31.0,1.0,Weight Loss,Balanced / Plant-Based
29.0,1,1.86,111.8,32.3,17.0,4.0,Muscle Gain,High Protein
21.0,1,1.7,81.5,28.2,23.0,6.0,Weight Loss,Low Carb / Low Fat
23.0,1,1.57,50.5,20.5,33.0,3.0,Maintain,Balanced / Plant-Based
50.0,0,1.78,92.7,29.3,20.0,2.0,Maintain,Balanced / Plant-Based
42.0,0,1.79,91.7,28.6,11.0,,Weight Loss,Low Carb / Low Fat
23.0,0,1.75,73.4,24.0,15.0,2.0,Weight Loss,Balanced / Plant-Based
22.0,0,1.64,112.8,41.9,30.0,5.0,Muscle Gain,High Protein
41.0,1,1.59,61.0,24.1,27.0,,Weight Loss,Low Carb / Low Fat
54.0,0,1.56,86.3,35.5,22.0,6.0,Muscle Gain,Balanced / Plant-Based
37.0,0,1.78,82.8,26.1,22.0,,Maintain,Balanced / Plant-Based
32.0,1,1.57,109.8,44.5,21.0,4.0,Muscle Gain,High Protein
52.0,1,1.99,,29.3,14.0,2.0,Weight Loss,Balanced / Plant-Based
47.0,1,1.64,110.7,41.2,30.0,1.0,Weight Loss,Low Carb / Low Fat
24.0,1,1.97,86.4,22.3,28.0,3.0,Muscle Gain,Balanced / Plant-Based
31.0,0,1.65,84.3,31.0,33.0,6.0,Weight Loss,Low Carb / Low Fat
31.0,1,1.51,65.0,28.5,27.0,5.0,Maintain,Balanced / Plant-Based
23.0,1,1.77,57.5,18.4,27.0,2.0,Weight Loss,Low Carb / Low Fat
31.0,0,1.96,61.9,16.1,31.0,1.0,Muscle Gain,High Protein
21.0,1,1.92,98.5,,26.0,3.0,Muscle Gain,High Protein
52.0,1,1.55,98.1,40.8,20.0,5.0,Maintain,Balanced / Plant-Based
28.0,1,1.94,63.4,16.8,30.0,1.0,Muscle Gain,High Protein
39.0,0,,92.2,33.5,10.0,3.0,Maintain,Balanced / Plant-Based
27.0,1,1.9,74.6,20.7,29.0,6.0,Muscle Gain,Balanced / Plant-Based
20.0,0,1.73,109.7,36.7,18.0,3.0,Maintain,Balanced / Plant-Based
20.0,1,1.7,83.0,28.7,30.0,6.0,Maintain,Balanced / Plant-Based
56.0,1,1.68,52.4,33.0,18.6,2.0,True,Balanced / Plant-Based
25.0,0,1.76,74.9,24.2,30.0,1.0,Weight Loss,Low Carb / Low Fat
49.0,0,1.5,,45.0,32.0,6.0,Maintain,Balanced / Plant-Based
49.0,1,1.85,116.1,33.9,14.0,3.0,,Balanced / Plant-Based
39.0,1,1.81,93.0,28.4,11.0,3.0,Muscle Gain,High Protein
45.0,0,1.52,61.0,26.4,26.0,4.0,Maintain,Balanced / Plant-Based
22.0,0,1.51,112.4,,29.0,3.0,Maintain,Balanced / Plant-Based
49.0,1,1.61,108.4,41.8,17.0,3.0,Weight Loss,Low Carb / Low Fat
18.0,1,1.65,106.2,39.0,27.0,4.0,Muscle Gain,Balanced / Plant-Based
36.0,0,,75.4,20.0,16.0,6.0,Maintain,Balanced / Plant-Based
34.0,0,1.59,61.8,24.4,18.0,4.0,Weight Loss,Low Carb / Low Fat
49.0,0,1.84,54.5,16.1,24.0,4.0,Maintain,Balanced / Plant-Based
31.0,0,1.86,55.2,16.0,20.0,1.0,UNKNOWN_@@@,??
49.0,0,1.88,110.8,31.3,16.0,6.0,Muscle Gain,Balanced / Plant-Based
19.0,0,1.84,83.7,24.7,28.0,6.0,Maintain,Balanced / Plant-Based
52.0,1,1.76,74.5,24.1,17.0,3.0,Maintain,Balanced / Plant-Based
52.0,1,1.73,53.1,17.7,27.0,5.0,Weight Loss,Balanced / Plant-Based
51.0,1,1.78,81.9,25.8,18.0,5.0,Weight Loss,Low Carb / Low Fat
55.0,1,1.53,52.2,22.3,19.0,2.0,Maintain,Balanced / Plant-Based
27.0,1,1.83,104.7,31.3,25.0,2.0,Muscle Gain,High Protein
40.0,1,1.51,92.9,40.7,33.0,3.0,Weight Loss, Low Carb / Low Fat 
50.0,0,1.76,74.3,24.0,,2.0,Maintain, Balanced / Plant-Based 
31.0,0,1.86,113.0,32.7,20.0,2.0,Weight Loss,Low Carb / Low Fat
45.0,0,1.6,97.2,38.0,12.0,4.0,True,High Protein
24.0,1,1.63,62.0,23.3,33.0,1.0,Muscle Gain,Balanced / Plant-Based
28.0,1,1.61,102.3,,16.0,4.0,weight_loss,Balanced / Plant-Based
30.0,1,1.83,96.8,28.9,26.0,6.0,Weight Loss,Low Carb / Low Fat
28.0,1,1.55,70.0,29.1,17.0,3.0,Muscle Gain,Balanced / Plant-Based
38.0,0,1.5,57.2,25.4,20.0,4.0,Muscle Gain,Balanced / Plant-Based
56.0,1,1.91,92.8,25.4,24.0,1.0,Weight Loss,Balanced / Plant-Based
28.0,0,1.88,92.6,26.2,19.0,3.0,Muscle Gain,Balanced / Plant-Based
42.0,1,1.95,98.3,25.9,13.0,2.0,Muscle Gain,High Protein
28.0,1,1.58,105.6,42.3,23.0,1.0,Muscle Gain,High Protein
42.0,0,1.97,88.3,22.8,16.0,2.0,Weight Loss,Low Carb / Low Fat
30.0,1,1.99,87.2,22.0,34.0,3.0,Weight Loss,Low Carb / Low Fat
34.0,1,1.97,72.6,18.7,29.0,,Muscle Gain,High Protein
51.0,1,1.88,66.8,18.9,27.0,6.0,MG,Low Carb / Low Fat
